sec,sg_1,sg_2,sg_3,sg_4,sg_5,sg_5A,sg_6,sg_7,sg_8,sg_9,sg_10,sg_11,sg_12,sg_13,sg_14,sg_15,sg_16,sg_17,sg_18,sg_19,sg_20,sg_21,sg_22,sg_23,sg_24,sg_25,sg_26,sg_27,sg_28,sg_29,sg_30,sg_31,sg_32,sg_33,sg_34,sg_35,sg_36,sg_37,sg_38,sg_39,sg_40,sg_41,sg_42,sg_43,sg_44,sg_45,sg_46,sg_47,sg_48,sg_49,sg_50,sg_51,sg_52,sg_53,sg_53A,sg_54,sg_55,sg_55A,sg_56,sg_57,sg_58,sg_59,sg_60,sg_61,sg_62,sg_63,sg_64,sg_65,sg_66,sg_67,sg_68,sg_69,sg_70,sg_71,sg_72,sg_73,sg_74,sg_75,sg_76,sg_77,sg_78,sg_79,sg_80,sg_81,sg_81A,sg_81B,sg_82,sg_83,sg_84,sg_85,sg_85A,sg_85B,sg_86,sg_87,sg_88,sg_89,sg_90,sg_91,sg_92,sg_93,sg_93A,sg_93B,sg_93C,sg_93D,sg_93E,sg_93F,sg_93G,sg_93H,sg_93I,sg_93J,sg_93K,sg_93L,sg_94,sg_95,sg_96,sg_97,sg_98,sg_99,sg_100,sg_101,sg_102,sg_103,sg_104,sg_105,sg_105A,sg_106,sg_107,sg_108,sg_109,uk_1,uk_2,uk_3,uk_4,uk_5,uk_5A,uk_6,uk_6A,uk_7,uk_8,uk_9,uk_10,uk_10A,uk_10B,uk_11,uk_11A,uk_12,uk_13,uk_14,uk_15,uk_16,uk_17,uk_18,uk_19,uk_20,uk_21,uk_21A,uk_21B,uk_21C,uk_21D,uk_21E,uk_21F,uk_22,uk_23,uk_24,uk_25,uk_26,uk_27,uk_28,uk_29,uk_30,uk_31,uk_32,uk_33,uk_34,uk_35,uk_36,uk_37,uk_38,uk_39,uk_40,uk_41,uk_42,uk_43,uk_44,uk_45,uk_46,uk_47,uk_48,uk_49,uk_50,uk_51,uk_52,uk_53,uk_54,uk_55,uk_56,uk_57,uk_58,uk_59,uk_60,uk_60A,uk_62,uk_63,uk_64,uk_65,uk_66,uk_67,uk_68,uk_69,uk_70,uk_71,uk_72,uk_73,uk_74,uk_75,uk_76,uk_77,uk_78,uk_79,uk_80,uk_81,uk_82,uk_83,uk_83A,uk_84,uk_85,uk_86,uk_87,uk_88,uk_89,uk_90,uk_91,uk_92,uk_92A,uk_93,uk_94,uk_95,uk_96,uk_97,uk_98,uk_99,uk_99A,uk_100,uk_101,uk_102,uk_103,uk_104,uk_105,uk_106,uk_107,uk_108,uk_109,uk_110
sg_20,29,28,60,16,20,30,26,31,32,47,34,43,26,27,38,28,23,15,17,21,0,6,18,32,27,25,16,23,29,26,34,23,33,46,42,43,8,10,14,29,30,38,8,30,50,44,20,35,43,42,18,33,45,42,28,47,15,22,69,73,41,61,27,24,32,19,23,23,25,27,27,26,28,26,31,30,38,22,28,32,27,31,25,22,23,32,44,48,27,25,41,21,32,29,43,25,19,24,24,30,33,29,27,41,21,29,32,34,25,24,25,30,46,24,59,25,38,31,25,28,36,23,28,19,26,27,39,26,28,27,16,31,26,32,54,15,60,47,56,16,11,68,70,15,39,26,34,23,32,46,37,39,42,47,29,25,30,29,27,31,37,8,10,13,29,30,41,8,30,50,44,20,28,20,34,43,26,37,38,28,27,17,21,0,9,18,32,27,27,24,25,61,28,42,28,29,45,48,34,34,26,24,25,29,26,25,27,30,25,38,28,36,36,47,31,24,35,30,32,28,29,25,29,25,43,59,27,31,41,57,48,62,44,29,43,19,33,49,39,26,31,46,19,43,24,28,25,28,29,35,31,30,29
sg_21,31,30,59,18,22,31,25,34,33,45,34,44,27,28,39,30,25,16,20,22,6,0,20,32,29,28,17,25,32,27,35,25,36,47,44,44,10,11,14,29,31,40,9,30,51,45,21,34,42,43,18,33,45,42,30,49,17,23,67,74,42,62,27,26,33,21,24,25,27,28,28,26,30,27,33,30,38,25,27,34,30,32,25,24,25,34,46,49,28,27,42,22,33,30,43,24,21,27,25,30,33,30,29,42,22,30,32,33,24,27,26,30,45,25,61,27,40,33,27,29,35,23,29,21,26,27,38,29,29,29,18,34,27,33,52,17,58,45,58,17,11,69,71,16,39,27,35,25,35,47,39,40,44,47,31,27,32,31,28,31,37,10,11,13,29,31,43,9,30,51,45,22,30,19,34,44,27,38,39,30,28,20,22,6,11,20,32,29,27,26,27,63,30,44,30,31,43,49,35,36,27,26,27,30,29,28,26,31,26,38,30,37,35,49,33,25,35,32,34,31,31,25,31,26,44,60,29,33,42,56,50,63,45,31,42,19,33,50,39,28,32,46,21,41,27,30,26,29,27,36,34,31,31
sg_22,21,17,69,21,7,17,24,24,23,45,29,43,13,26,36,14,10,20,5,7,18,20,0,19,20,23,28,38,27,39,31,18,31,47,45,43,21,24,28,41,21,43,22,23,53,44,24,47,42,53,14,36,47,40,20,49,24,29,69,74,41,63,21,19,31,11,18,14,19,23,26,19,18,19,26,26,39,16,20,23,31,27,14,17,24,23,43,49,22,16,40,19,32,27,47,23,34,24,20,21,30,24,17,40,19,27,35,27,23,24,19,21,46,18,56,24,41,20,24,25,28,14,26,27,18,18,40,21,17,22,21,24,25,23,55,22,60,45,58,28,24,67,76,28,41,39,31,18,30,47,38,40,45,49,31,20,22,21,19,23,36,21,24,27,41,21,46,22,23,53,44,7,18,19,29,43,13,33,36,14,24,5,7,18,23,0,19,20,21,19,32,64,21,43,18,36,47,51,34,37,28,17,19,26,26,24,40,25,18,39,22,36,28,47,22,17,36,31,23,30,23,14,29,21,57,62,27,43,43,58,46,63,42,21,43,13,36,48,40,21,28,45,27,44,22,17,22,17,29,35,23,22,21
sg_23,32,28,67,32,21,21,32,20,20,46,31,42,25,33,36,27,29,31,18,19,32,32,19,0,31,32,33,36,31,40,34,28,30,45,44,41,30,31,33,44,28,49,31,32,51,41,29,48,40,50,24,34,49,42,29,48,32,35,67,71,41,59,32,31,37,27,30,26,31,29,31,24,28,28,34,31,37,25,22,36,31,36,28,27,35,36,46,45,28,29,39,28,33,34,47,29,29,29,29,28,31,27,28,39,28,34,36,27,29,29,28,28,45,30,55,32,42,31,31,35,24,23,27,29,30,28,41,30,26,32,32,20,34,20,44,30,61,46,58,33,29,65,73,30,39,40,34,28,29,45,37,39,44,51,31,31,32,32,27,27,36,30,31,33,44,28,52,31,32,51,41,21,30,28,31,42,25,38,36,27,32,18,19,32,30,19,0,31,32,31,36,63,31,42,29,41,46,50,34,39,34,29,31,33,31,30,41,26,27,37,30,41,24,47,34,24,37,34,36,30,32,28,36,34,53,60,33,43,43,55,45,58,42,33,44,23,34,49,38,31,31,48,29,43,33,28,27,26,32,36,35,34,32
sg_24,18,18,73,20,22,31,26,36,37,47,36,49,19,29,42,18,14,29,20,18,27,29,20,31,0,19,34,46,27,44,40,18,34,52,51,45,25,30,34,48,17,53,27,15,55,46,22,51,42,55,21,37,52,44,18,51,27,32,72,78,45,65,18,18,33,19,18,15,17,30,28,25,19,20,25,25,39,19,27,19,27,32,19,22,29,19,52,56,24,15,44,25,32,26,49,29,39,28,21,20,33,27,18,44,25,26,36,34,29,28,20,20,48,17,62,21,42,18,26,28,36,18,25,28,18,20,39,18,19,19,20,36,22,37,58,24,64,47,62,34,28,75,83,30,40,44,40,18,32,52,42,44,51,52,28,21,23,19,19,32,38,25,30,32,48,17,55,27,15,55,46,22,15,22,36,49,19,42,42,18,33,20,18,27,27,20,31,0,18,18,35,73,20,47,20,39,45,51,39,38,27,18,17,33,33,22,45,24,20,39,20,40,36,51,18,21,39,30,19,27,19,19,32,31,62,66,30,52,43,63,53,69,46,18,46,21,37,51,38,18,27,48,28,42,30,19,21,19,28,35,18,18,18
sg_25,24,23,69,21,24,31,28,35,36,43,33,44,22,28,41,23,21,28,22,21,25,28,23,32,19,0,34,40,24,45,38,19,33,50,49,41,25,28,29,49,23,49,24,23,55,46,23,49,40,51,25,36,50,42,21,49,27,29,70,77,45,62,22,22,32,23,20,22,23,30,28,27,19,22,26,28,39,23,27,25,28,34,18,22,30,25,49,55,24,20,35,25,34,27,45,28,35,25,22,22,30,23,20,35,25,27,34,33,28,25,21,22,50,23,61,25,43,24,27,29,38,24,29,27,20,19,37,20,22,23,21,35,22,36,54,23,63,43,61,34,24,69,79,29,38,45,38,19,32,50,40,43,49,51,30,22,25,22,26,32,34,25,28,27,49,23,52,24,23,55,46,24,22,22,33,44,22,41,41,23,30,22,21,25,24,23,32,19,22,22,34,69,23,46,22,38,45,52,36,35,28,24,23,34,32,25,46,22,22,39,25,40,38,50,22,21,35,29,25,29,22,18,30,30,55,63,29,46,40,59,49,66,44,25,44,25,36,48,37,23,29,50,27,41,29,22,22,22,27,34,24,20,24
sg_26,34,34,59,21,30,35,35,35,34,47,37,44,37,34,41,33,33,24,28,28,16,17,28,33,34,34,0,26,33,15,36,31,36,48,47,42,15,16,17,30,32,47,15,35,54,43,25,39,42,43,28,37,49,47,32,50,26,27,69,74,44,63,33,33,33,27,27,31,30,33,33,23,35,29,33,33,41,29,31,38,31,37,33,31,34,38,48,49,31,32,42,31,35,35,44,33,20,32,29,34,37,33,32,42,31,35,34,35,33,32,30,34,45,35,60,31,40,36,33,32,37,29,29,23,35,36,35,32,35,33,21,35,32,34,54,24,59,47,57,0,16,63,69,11,38,15,36,31,34,48,38,39,47,49,35,32,36,33,33,32,39,15,16,17,30,32,50,15,35,54,43,30,35,28,37,44,37,43,41,33,33,28,28,16,15,28,33,34,33,33,32,63,33,44,33,39,46,49,38,36,34,29,30,35,35,31,31,32,28,41,32,39,37,45,35,28,34,31,38,32,33,33,34,33,40,60,33,33,42,55,52,65,44,35,47,29,37,52,40,32,33,47,23,37,33,34,32,35,33,37,38,36,34
sg_27,48,47,55,36,40,39,43,38,39,46,43,47,43,43,46,48,43,35,38,41,23,25,38,36,46,40,26,0,29,27,45,36,44,44,43,45,26,26,23,30,47,50,25,47,52,46,35,46,47,42,36,38,50,49,42,48,35,36,66,71,44,55,46,45,45,40,41,44,45,36,39,40,46,42,42,43,42,40,36,52,41,46,42,41,42,52,51,48,39,43,42,40,40,45,48,41,11,38,42,44,42,41,44,42,40,45,41,37,41,38,43,44,49,41,60,44,45,49,44,40,43,38,42,34,44,44,45,45,45,47,36,38,44,39,50,32,58,46,57,26,19,62,71,23,36,27,45,36,45,44,37,42,43,51,34,43,47,46,47,39,41,26,26,24,30,47,53,25,47,52,46,40,47,37,43,47,43,47,46,48,44,38,41,23,26,38,36,46,46,45,37,60,48,46,46,46,46,48,43,39,44,44,45,39,40,42,29,43,41,42,46,44,43,48,50,38,40,41,52,42,46,42,45,44,41,60,44,37,47,57,53,63,49,49,47,37,38,50,43,45,42,51,34,46,42,46,44,45,39,45,51,48,48
sg_28,28,28,67,30,26,30,30,34,36,43,34,46,26,30,40,28,27,31,27,28,29,32,27,31,27,24,33,29,0,43,37,15,31,48,47,35,28,32,34,44,26,49,29,28,45,44,24,51,39,52,28,33,50,43,27,47,30,33,67,72,42,57,29,29,35,28,30,28,30,31,30,28,29,29,29,30,36,28,27,32,30,34,24,26,32,32,40,52,30,27,36,28,35,30,44,31,34,29,28,28,34,29,26,36,28,30,36,21,31,29,28,28,47,28,57,29,39,27,30,31,39,29,24,26,25,28,42,28,27,31,30,34,29,36,52,29,58,43,58,33,31,66,76,31,34,43,37,15,30,48,38,46,47,47,29,26,28,28,29,31,34,28,32,32,44,26,51,29,28,45,44,26,26,27,34,46,26,39,40,28,32,27,28,29,30,27,31,27,29,29,34,66,29,42,26,38,45,50,37,33,32,30,30,33,31,27,42,26,29,36,27,41,39,44,29,27,33,33,32,29,27,24,34,33,55,62,32,43,41,60,50,63,43,30,46,27,33,47,39,30,31,47,26,42,30,26,27,27,29,34,30,26,28
sg_29,47,47,55,36,39,36,41,40,38,46,44,47,43,44,47,48,43,34,38,42,26,27,39,40,44,45,15,27,43,0,45,40,45,50,49,46,27,27,26,26,44,44,26,44,49,45,37,49,48,41,35,40,45,48,43,50,35,38,66,71,44,61,47,44,42,39,41,44,44,38,36,36,45,40,46,43,38,41,39,52,40,43,45,43,39,52,46,48,41,44,45,41,39,41,44,40,24,35,42,46,44,42,45,45,41,41,40,40,40,35,43,46,50,41,59,41,44,49,42,42,39,38,39,34,42,45,47,46,45,47,36,40,45,38,52,33,58,46,55,15,26,65,64,24,45,0,45,40,45,50,42,42,49,46,41,45,48,46,45,41,45,27,27,27,26,44,47,26,44,49,45,39,46,36,44,47,43,44,47,48,44,38,42,26,27,39,40,44,47,44,39,61,47,48,45,39,47,47,43,44,41,43,44,40,40,43,29,45,39,38,44,44,39,51,49,39,40,42,52,40,46,45,44,41,38,59,42,37,45,56,52,62,47,48,48,36,40,52,43,45,42,48,34,48,40,46,44,45,43,43,50,50,47
sg_30,41,37,66,34,32,30,36,34,31,47,34,41,33,36,35,36,35,28,32,34,34,35,31,34,40,38,36,45,37,45,0,38,39,50,48,44,38,39,40,40,39,47,38,41,50,47,39,50,41,48,35,40,45,41,41,49,35,37,64,68,38,60,39,37,32,35,35,40,42,31,35,38,39,39,36,35,40,40,35,45,38,37,37,36,36,45,42,52,37,39,43,35,37,37,42,32,41,34,37,38,35,34,34,43,35,37,41,34,32,34,38,38,46,36,53,38,44,39,35,29,33,35,37,39,39,37,43,37,36,41,34,34,38,31,55,35,59,47,56,36,37,60,73,34,42,45,0,38,39,50,39,40,48,48,40,38,39,41,40,40,42,38,39,39,40,39,50,38,41,50,47,32,40,36,34,41,33,36,35,36,27,32,34,34,39,31,34,40,39,37,41,60,40,47,38,40,49,51,31,40,37,42,42,34,30,37,44,37,38,40,33,30,33,42,43,39,40,38,45,38,39,37,40,34,49,60,39,48,41,56,47,59,45,40,45,36,40,48,42,39,38,46,39,47,34,38,38,36,40,40,45,42,41
sg_31,19,19,71,20,17,29,26,32,32,48,34,46,19,26,40,19,18,27,17,20,23,25,18,28,18,19,31,36,15,40,38,0,34,49,47,40,23,29,32,44,19,45,25,20,49,44,22,53,40,53,22,36,50,45,20,51,25,32,70,77,41,63,21,19,35,20,21,19,19,26,27,23,18,21,26,27,38,19,26,21,29,31,17,22,28,21,44,53,25,16,38,21,33,30,49,26,26,26,21,21,33,23,17,38,21,30,38,25,26,26,21,21,50,21,62,23,43,20,23,26,39,20,24,26,18,20,43,19,20,21,20,32,22,32,57,24,63,48,61,31,28,71,78,30,35,40,38,0,32,49,38,42,47,48,25,15,23,20,23,32,35,23,29,30,44,19,48,25,20,49,44,17,16,22,34,46,19,37,40,19,30,17,20,23,26,18,28,18,21,19,33,69,21,45,19,37,46,52,35,35,28,20,19,29,31,25,43,23,21,38,20,37,39,47,19,20,36,34,21,29,22,17,34,29,58,61,31,47,44,61,52,66,45,19,46,21,36,49,40,21,28,46,26,46,25,14,22,20,29,34,19,16,19
sg_32,37,34,69,34,35,34,35,35,35,46,33,45,33,33,39,36,32,34,32,32,33,36,31,30,34,33,36,44,31,45,39,34,0,42,47,38,33,36,34,47,35,49,34,35,50,44,34,46,38,47,34,39,50,39,33,49,35,36,66,71,42,58,37,35,35,34,34,33,35,34,33,34,34,35,34,32,37,35,32,39,33,39,32,30,36,39,43,48,31,34,42,34,26,34,45,33,37,32,34,36,34,33,33,42,34,34,36,33,33,32,34,36,47,35,54,34,41,36,34,37,37,32,34,29,29,34,41,32,35,36,34,35,35,35,49,36,61,46,55,36,36,68,74,37,39,45,39,34,3,42,43,41,47,50,31,36,35,34,36,38,39,33,36,37,47,35,52,34,35,50,44,35,32,34,33,45,33,43,39,36,36,32,32,33,33,31,30,34,37,35,37,64,35,44,32,41,45,49,37,40,37,36,35,34,36,27,48,33,35,37,35,41,37,47,36,34,38,32,39,34,33,32,35,37,55,59,35,47,40,57,49,62,42,36,48,34,39,47,39,31,33,49,29,45,37,34,31,35,37,35,39,37,37
sg_33,55,55,55,52,50,47,44,49,49,49,45,50,51,51,50,54,51,45,48,48,46,47,47,45,52,50,48,44,48,50,50,49,42,0,14,46,47,45,48,50,52,50,47,54,54,43,48,50,45,51,47,46,55,45,50,46,47,46,65,70,53,63,54,51,46,51,48,52,53,49,50,51,51,51,49,47,46,51,48,60,49,50,51,48,49,60,52,52,48,51,49,48,51,44,42,48,45,49,49,53,48,48,51,49,48,44,41,43,48,49,50,53,46,51,54,49,44,57,49,49,48,49,49,45,50,51,47,49,52,55,52,49,51,49,50,49,58,49,54,48,46,63,72,45,48,50,50,49,40,0,21,47,14,53,47,55,52,54,54,49,47,47,45,48,50,52,51,47,54,54,43,50,53,49,45,50,51,50,50,54,51,48,48,46,44,47,45,52,54,51,48,62,52,43,52,45,47,50,52,46,47,52,53,48,47,47,49,51,50,46,51,49,48,51,57,51,46,41,60,49,51,51,45,49,55,59,47,50,45,57,48,60,48,55,52,48,46,54,50,52,48,50,45,47,49,50,47,52,50,49,60,57,55
sg_34,54,54,53,50,47,45,41,48,47,52,45,51,49,49,49,53,50,42,44,46,42,44,45,44,51,49,47,43,47,49,48,47,47,14,0,48,46,46,46,49,49,52,45,54,50,42,49,48,45,53,45,46,54,44,52,47,45,44,64,70,53,62,54,49,44,48,48,50,53,46,47,50,52,51,48,46,45,49,46,59,48,47,50,47,45,59,50,53,47,51,47,46,52,46,43,45,43,46,43,52,48,49,51,47,46,46,42,45,45,46,44,52,44,47,55,48,43,55,48,48,46,47,46,45,48,49,46,48,48,54,50,48,50,47,49,47,62,52,55,47,47,65,73,45,47,49,48,47,45,14,19,49,0,55,44,53,51,53,51,49,48,46,46,46,49,49,53,45,54,50,42,47,51,46,45,51,49,45,49,53,49,44,46,42,46,45,44,51,54,49,46,62,51,44,52,43,46,50,52,46,47,52,53,46,43,47,48,49,50,45,49,48,46,50,57,49,45,43,59,48,50,50,46,46,55,58,48,51,45,55,45,59,49,53,50,46,46,54,51,53,49,51,45,45,45,51,47,48,48,46,59,57,54
sg_35,50,47,64,45,47,45,45,40,38,44,43,48,47,37,45,46,44,40,45,43,43,44,43,41,45,41,42,45,35,46,44,40,38,46,48,0,44,41,43,47,46,51,44,47,46,48,44,47,44,54,45,43,48,46,45,51,44,43,66,70,46,61,48,48,43,47,43,48,49,43,42,48,47,47,44,41,47,47,44,54,43,48,42,46,41,54,43,48,40,47,43,44,42,44,48,45,40,39,45,46,41,41,47,43,44,44,42,34,45,39,44,46,49,47,58,45,43,50,46,43,48,46,44,43,43,47,48,46,45,50,45,40,45,38,51,46,55,44,47,42,41,63,73,40,30,46,44,40,38,46,48,47,48,52,27,46,48,42,47,45,46,44,41,43,47,46,51,44,47,46,48,47,46,45,43,48,47,47,45,46,40,45,43,43,41,43,41,45,48,48,46,66,47,47,45,47,50,50,45,45,46,48,49,42,45,42,45,45,47,47,44,46,48,49,51,44,43,42,54,41,46,42,43,43,54,63,44,46,43,54,50,64,47,50,51,46,43,48,42,48,45,46,43,49,45,44,41,45,44,43,53,49,50
sg_36,25,24,60,12,24,31,30,33,32,45,35,45,29,30,38,24,26,19,19,20,8,10,21,30,25,25,15,26,28,27,38,23,33,47,46,44,0,11,15,33,26,42,9,27,54,44,16,37,42,43,22,30,49,44,25,49,19,20,68,75,43,62,23,23,31,23,19,21,21,31,30,25,26,23,30,29,39,23,27,28,22,34,25,23,27,28,48,49,23,20,42,24,33,26,42,29,21,28,22,26,33,27,22,42,24,26,31,34,29,28,23,26,46,27,60,23,38,27,28,32,36,22,25,16,27,26,38,24,27,23,12,33,24,32,55,14,59,45,56,15,11,67,71,14,38,27,38,23,32,47,36,39,46,50,29,25,29,27,26,30,37,0,11,14,33,26,45,9,27,54,44,24,23,19,35,45,29,40,38,24,31,19,20,8,8,21,30,25,23,23,24,64,24,43,24,33,43,51,37,35,27,20,21,33,30,23,31,28,23,39,26,40,36,48,27,24,35,27,28,23,25,25,25,28,45,61,23,37,38,57,47,62,42,26,46,23,30,51,37,22,28,49,16,43,28,26,22,27,30,35,28,26,25
sg_37,30,30,59,18,27,34,30,33,34,48,35,45,31,33,40,30,29,20,24,23,10,11,24,31,30,28,16,26,32,27,39,29,36,45,46,41,11,0,15,31,32,45,10,31,54,45,19,38,41,42,23,35,49,44,30,47,20,22,69,75,43,62,28,26,34,26,25,26,27,32,32,26,31,27,32,32,41,26,29,34,27,37,28,28,30,34,50,51,28,27,41,27,36,30,41,28,20,31,25,31,36,29,29,41,27,30,30,34,28,31,26,31,46,29,60,27,39,33,30,33,37,24,28,21,29,31,39,27,31,29,18,33,28,34,55,19,61,48,57,16,11,67,71,14,39,27,39,29,35,45,39,38,46,50,33,31,32,31,28,31,37,11,0,13,31,32,48,10,31,54,45,27,31,22,35,45,31,42,40,30,32,24,23,10,10,24,31,30,28,26,29,62,30,41,30,34,44,50,39,37,29,26,27,34,34,26,31,31,26,41,30,41,37,48,33,27,35,30,34,28,31,28,31,32,44,60,29,35,40,57,49,62,44,31,45,24,35,51,40,27,32,50,21,43,32,31,27,31,29,37,34,31,30
sg_38,36,34,57,23,30,34,33,34,36,46,37,46,34,35,40,35,33,23,29,27,14,14,28,33,34,29,17,23,34,26,40,32,34,48,46,43,15,15,0,31,36,48,14,37,53,44,25,40,42,37,26,37,48,43,34,51,25,25,61,71,43,60,34,33,37,30,29,31,32,35,35,30,35,29,34,35,41,29,30,39,35,39,32,30,34,39,49,50,31,32,42,31,30,34,44,33,19,32,30,35,35,31,32,42,31,34,33,35,33,32,31,35,48,32,61,32,41,38,34,35,37,28,33,25,34,34,40,33,36,34,23,34,33,36,55,23,60,46,59,17,13,67,69,14,40,26,40,32,37,48,40,39,46,49,37,33,36,35,36,31,37,15,15,3,31,36,51,14,37,53,44,30,35,27,37,46,34,41,40,35,35,29,27,14,14,28,33,34,34,33,32,64,35,45,35,39,41,50,39,38,32,31,32,37,36,32,30,34,28,41,35,41,37,48,36,29,37,32,39,36,35,32,35,35,42,60,33,35,43,54,50,65,47,36,43,27,37,49,40,34,35,51,25,43,34,35,31,36,32,37,39,35,36
sg_39,52,52,52,40,43,36,42,45,42,48,48,49,46,44,46,48,43,29,42,45,29,29,41,44,48,49,30,30,44,26,40,44,47,50,49,47,33,31,31,0,49,46,31,53,52,50,39,52,48,44,39,44,42,47,49,48,38,41,66,66,44,61,50,46,37,44,42,48,50,34,38,45,49,46,44,46,44,46,39,57,43,42,46,45,40,57,42,51,45,49,48,43,43,47,50,43,28,37,45,49,40,45,49,48,43,47,46,41,43,37,46,49,52,43,59,43,46,52,45,36,40,42,43,35,45,47,52,51,48,52,40,45,47,42,57,38,54,48,55,30,31,62,68,26,48,26,40,44,46,50,46,46,49,46,45,48,50,48,47,43,47,33,31,31,0,49,49,31,53,52,50,43,50,40,48,49,46,43,46,48,40,42,45,29,33,41,44,48,50,46,42,60,53,46,52,44,48,49,43,48,43,49,50,33,42,47,25,48,45,44,42,37,40,42,55,43,45,46,57,44,51,46,47,40,40,59,48,35,49,56,52,65,47,52,48,40,44,52,46,50,50,42,35,50,41,50,49,48,44,44,56,54,52
sg_40,14,15,72,18,22,32,25,34,34,50,35,48,21,27,40,15,21,29,19,19,30,31,21,28,17,23,32,47,26,44,39,19,35,52,49,46,26,32,36,49,0,56,29,15,57,44,22,50,44,55,24,36,53,44,16,53,29,31,76,82,47,68,17,17,31,19,19,16,14,32,29,18,15,21,29,28,41,17,24,16,23,36,19,23,34,16,51,56,22,16,43,25,34,30,49,31,42,29,21,16,33,26,17,43,25,30,36,32,31,29,20,16,50,25,63,21,43,14,27,31,39,19,27,28,18,17,44,15,15,13,18,34,23,34,57,26,66,50,60,32,31,74,82,33,40,44,39,19,33,52,42,45,49,54,29,20,21,17,19,31,40,26,32,34,49,0,58,29,15,57,44,22,14,24,35,48,21,40,40,15,30,19,19,30,29,21,28,17,17,17,37,71,16,48,16,40,50,55,41,38,26,15,14,35,35,23,44,16,21,41,19,43,39,48,15,20,35,34,16,24,18,19,30,30,61,66,31,52,45,61,49,69,45,18,47,23,36,53,39,18,29,52,28,46,32,14,21,15,27,30,16,16,14
sg_41,57,54,63,47,36,44,44,47,48,47,46,49,48,45,44,53,50,39,44,48,38,40,43,49,53,49,47,50,49,44,47,45,49,50,52,51,42,45,48,46,56,0,42,57,53,50,46,42,45,52,45,38,46,45,51,52,42,47,67,66,43,57,53,49,37,48,45,53,55,41,45,52,53,52,50,49,45,49,48,61,53,37,50,45,43,61,45,52,49,53,47,43,47,47,49,42,44,46,52,52,47,50,50,47,43,47,47,46,42,46,52,52,50,46,61,50,51,58,46,43,49,49,47,45,50,50,48,51,52,54,47,47,52,48,53,45,60,47,52,47,43,69,64,46,53,44,47,45,49,50,48,49,52,49,50,52,53,55,51,52,50,42,45,46,46,56,3,42,57,53,50,36,56,40,46,49,48,42,44,53,47,44,48,38,44,43,49,53,53,49,45,65,54,49,55,40,51,51,45,47,49,54,55,39,44,46,45,51,51,45,47,43,49,52,58,47,48,46,61,52,47,50,39,39,57,58,42,48,44,53,55,64,43,56,49,46,38,47,51,54,50,49,45,49,45,52,53,52,50,49,60,57,57
sg_42,28,28,58,15,24,29,30,34,33,44,36,46,29,30,40,27,27,19,21,20,8,9,22,31,27,24,15,25,29,26,38,25,34,47,45,44,9,10,14,31,29,42,0,27,52,43,19,35,39,41,22,32,48,44,27,49,18,21,69,74,45,63,26,25,32,23,22,23,24,31,29,27,27,24,30,31,37,23,27,31,26,34,26,27,27,31,48,50,25,25,40,26,33,29,44,27,19,26,21,28,34,28,27,40,26,29,33,32,27,26,22,28,47,27,61,25,40,30,28,32,36,23,27,19,28,29,39,27,28,26,15,34,25,33,55,13,58,44,58,15,10,66,71,12,39,26,38,25,33,47,35,40,45,49,30,27,30,28,27,30,37,9,10,12,31,29,45,0,27,52,43,24,28,20,36,46,29,39,40,27,30,21,20,8,8,22,31,27,26,25,23,64,27,44,27,32,44,49,38,36,26,23,24,33,31,26,31,29,23,37,27,40,36,48,30,25,34,30,31,27,28,26,28,29,43,61,26,34,41,55,49,63,44,29,44,23,32,50,38,26,31,49,19,41,29,27,24,28,29,37,31,29,28
sg_43,15,16,75,18,24,32,30,37,37,48,36,51,19,30,43,15,18,32,22,21,30,30,23,32,15,23,35,47,28,44,41,20,35,54,54,47,27,31,37,53,15,57,27,0,57,40,24,53,46,57,26,38,55,48,15,54,30,32,77,82,48,69,13,17,37,20,20,16,15,31,33,23,14,20,27,25,37,20,27,15,26,35,16,24,31,15,54,58,23,16,43,27,34,29,50,33,42,30,20,17,35,30,18,43,27,29,37,34,33,30,19,17,50,22,65,26,44,15,29,31,40,20,28,31,15,19,44,16,20,15,18,37,21,37,61,27,65,48,63,35,32,77,86,35,40,44,41,20,34,54,45,47,54,57,31,19,24,18,20,34,39,27,31,35,53,15,59,27,0,57,40,24,15,25,36,51,19,43,43,15,32,22,21,30,30,23,32,15,13,17,37,75,17,49,17,42,50,55,41,39,29,16,15,35,37,24,49,24,20,37,22,42,40,51,15,22,39,35,15,27,21,16,34,32,64,68,33,53,46,65,56,71,48,19,49,25,38,54,42,18,30,52,31,47,33,16,22,20,29,36,14,15,15
